username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
maximHH_phx;2018-10-29 09:14;0;0;"We are always hiring RN and LPN's. Give us a call at 602-216-0110 # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1056220213233020930 …";;;# # # # # # # # # # # # # # # # # # #;"1056942451603103744";https://twitter.com/maximHH_phx/status/1056942451603103744
maximHH_phx;2018-10-29 09:14;0;0;"Health-ish alternative to eating way to much candy! # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1056543625688031232 …";;;# # # # # # # # # # # # # # # # # # #;"1056942308325646336";https://twitter.com/maximHH_phx/status/1056942308325646336
maximHH_phx;2018-10-29 09:13;0;0;"Fantastic motivation for a Monday! Go out there and rule the world! # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1056888772380540929 …";;;# # # # # # # # # # # # # # # # # # #;"1056942138309537792";https://twitter.com/maximHH_phx/status/1056942138309537792
ATHENAVOS;2018-10-25 18:17;0;0;"Free event! Come share your voice! Saturday, Oct. 27th 8:00am-10:00am Paradise Valley Community College, 18401 N. 32nd Street # redforedaz # saveourschools # AZed # ATHENAAZ # AZteacherspic.twitter.com/xBL4wepYJN";;;# # # # #;"1055629483636482048";https://twitter.com/ATHENAVOS/status/1055629483636482048
FoundationEddie;2018-10-24 07:07;0;0;"A blessing to be a blessing. # WWJED # volunteer # giveback # donate # redforedaz # rolemodels # communityoutreach # outreachprogram # dogood # charity # fundraising # fundraisingforacause… https://www.instagram.com/p/BpUZENlB_OO/?utm_source=ig_twitter_share&igshid=7yfw9nbc5nil …";;;# # # # # # # # # # # #;"1055098488332214272";https://twitter.com/FoundationEddie/status/1055098488332214272
Lexieinthesky;2018-10-23 00:24;0;3;"Believe it or not, the class part is true. Many AZ elementary classes have 30+ students & 40 high school students. That is one of the reasons why the teachers marched for # RedForEdAZ";;;#;"1054634764311781376";https://twitter.com/Lexieinthesky/status/1054634764311781376
MaritzaLFelix;2018-10-18 11:49;1;1;"Hay políticos arizonenses que piensan que los maestros merecen un aumento, pero no quieren invertir más en la educación o los salones de clase... es una contradicción: @ dalerussakoff # Ewa # EwaTEACH18 # RedforEdAZ # RedforEd";;@;# # # #;"1052995140619522048";https://twitter.com/MaritzaLFelix/status/1052995140619522048
MaritzaLFelix;2018-10-18 11:40;1;3;"Hace un año no me hubiera imaginado que estaríamos hablando de esto o que podría convencer a mis compañeras de ponerse la camiseta roja o de hacer esos paros, estamos haciendo un cambio en la educación: @ marisolgarciaaz @ ArizonaEA # Ewa # EwaTEACH18 # RedforEdAZ # RedforEd";;@ @;# # # #;"1052992881349353472";https://twitter.com/MaritzaLFelix/status/1052992881349353472
MaritzaLFelix;2018-10-18 11:25;1;1;"Nosotros los maestros dábamos por sentado que gastaríamos nuestro dinero en útiles escolares, porque no nos daban nada: @ marisolgarciaaz, de @ ArizonaEA # Ewa # EwaTEACH18 # RedforEdAZ # RedforEd";;@ @;# # # #;"1052989137542963200";https://twitter.com/MaritzaLFelix/status/1052989137542963200
MaritzaLFelix;2018-10-18 11:17;4;4;"Marisol García, de @ ArizonaEA, asegura que Arizona es un estado difícil de predecir en cuestiones políticas, pero que está segura que el voto de maestros se triplicará en estas elecciones. # Ewa # EwaTEACH18 # RedforEdAZ # RedforEd";;@;# # # #;"1052987095558627330";https://twitter.com/MaritzaLFelix/status/1052987095558627330
MaritzaLFelix;2018-10-18 11:11;0;1;"Durante la cobertura, los maestros me decían que estaban despertando, incluso aquellos que son republicanos me han dicho que por como se manejó la situación ahora votarán demócrata: Dale Russakoff, periodista freelance # Ewa # EwaTEACH18 # RedforEdAZ # RedforEd";;;# # # #;"1052985535415930887";https://twitter.com/MaritzaLFelix/status/1052985535415930887
MaritzaLFelix;2018-10-18 11:10;1;0;"El paro de labores de los maestros en Arizona cambió la discusión y tendrá un impacto en las elecciones de noviembre, quizá no en la de gobernador, pero varios legisladores actuales podrían perder: Dale Russakoff, periodista freelance # Ewa # EwaTEACH18 # RedforEdAZ # RedforEd";;;# # # #;"1052985316200599552";https://twitter.com/MaritzaLFelix/status/1052985316200599552
MaritzaLFelix;2018-10-18 11:04;2;4;"Me emociona tener a @ ArizonaEA en el primer panel de este curso para informar sobre la crisis educativa que se vive en nuestro estado Ewa # EwaTEACH18 # ToñitaMachetes # PeriodismodeEducación # Afilandoelhacha # RedforEd # RedforEdAZ pic.twitter.com/Hxew9rs1l2";;@;# # # # # #;"1052983802639908865";https://twitter.com/MaritzaLFelix/status/1052983802639908865
MaritzaLFelix;2018-10-18 10:41;0;0;"Buenas tardes, Chicago # Ewa # EwaTEACH18 # ToñitaMachetes # PeriodismodeEducación # Afilandoelhacha # RedforEd # RedforEdAZ pic.twitter.com/rFwLQXd68Z";;;# # # # # # #;"1052977907856011269";https://twitter.com/MaritzaLFelix/status/1052977907856011269
coton_luver;2018-10-14 12:42;1;1;"Arizona # RedForEd Early voting starts. Republicans who did not support # redfored # redforedaz in the # AZLeg & their comments. # Midterms2018 Thanks Democrat's for supporting our kids & teachers. # FlipItBlue2018 https://docs.google.com/spreadsheets/d/1yMyHe6OyIdZy8ITtIy_F4s3IG1Ix1sYKeIp-5pvbPfI/htmlview …pic.twitter.com/zAoVyjyOyo";;;# # # # # #;"1051558964599508993";https://twitter.com/coton_luver/status/1051558964599508993
coton_luver;2018-10-12 13:19;0;1;"Arizona . # MidTerms2018 Early voting is here. # az08 Voted against education. # azhouse # azsenate # azleg # AZGov Failed to support # RedForEd # redforedaz & comments. ALEC members. https://twitter.com/coton_luver/status/1050814558489595904 …";;;# # # # # # # #;"1050843508976705536";https://twitter.com/coton_luver/status/1050843508976705536
coton_luver;2018-10-12 13:13;1;1;"Arizona # RedForEd Early voting starts. Republicans who did not vote to support education & there comments. # redfored # redforedaz in the # AZLeg # Midterms2018 Thanks Democrat's for supporting our kids & teachers. # FlipItBlue2018 https://docs.google.com/spreadsheets/d/1yMyHe6OyIdZy8ITtIy_F4s3IG1Ix1sYKeIp-5pvbPfI/htmlview …pic.twitter.com/zAoVyjyOyo";;;# # # # # #;"1050841923773026304";https://twitter.com/coton_luver/status/1050841923773026304
coton_luver;2018-10-12 11:24;1;0;"Arizona # RedForEd Early voting starts. Republicans who did not support # redfored # redforedaz in the # AZLeg & their comments. # Midterms2018 Thanks Democrat's for supporting our kids & teachers. # FlipItBlue2018 https://docs.google.com/spreadsheets/d/1yMyHe6OyIdZy8ITtIy_F4s3IG1Ix1sYKeIp-5pvbPfI/htmlview …pic.twitter.com/zAoVyjyOyo";;;# # # # # #;"1050814558489595904";https://twitter.com/coton_luver/status/1050814558489595904
tmbogue;2018-10-09 07:46;1;2;"He created this mess.. he’s not for reform @ dougducey we see you! # RedForEdaz";;@;#;"1049672412684378113";https://twitter.com/tmbogue/status/1049672412684378113
maximHH_phx;2018-10-08 09:51;0;0;"Great Quote. # MakeModayGreatAgain # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1049275954567307267 …";;;# # # # # # # # # # # # # # # # # # # #;"1049341621555220480";https://twitter.com/maximHH_phx/status/1049341621555220480
maximHH_phx;2018-10-08 09:51;3;1;"Support Breast Cancer Awareness!! # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ # WeCareMorehttps://twitter.com/MaximHealthcare/status/1048910842094342144 …";;;# # # # # # # # # # # # # # # # # # # #;"1049341458283552770";https://twitter.com/maximHH_phx/status/1049341458283552770
maximHH_phx;2018-10-08 09:50;1;0;"Happy Physician Assistant Week! # WeCareMore # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1048540896063606785 …";;;# # # # # # # # # # # # # # # # # # # #;"1049341330629910528";https://twitter.com/maximHH_phx/status/1049341330629910528
MitziEpstein;2018-10-06 10:20;20;34;"Restore. Education. Funding. Please help to Re-elect me, Mitzi Epstein, AND elect @ JennJermaine to the AZ House. Sign up to volunteer or donate: http://www.ME4AZ.com # RedForEd # RedForEdAZ # PublicSchools # Teachers # Education @ ld18dems @ A_DLCCpic.twitter.com/h6RzXszQIb";;@ @ @;# # # # #;"1048624110488539136";https://twitter.com/MitziEpstein/status/1048624110488539136
maximHH_phx;2018-10-05 08:05;0;0;"Maxim's doing good for their communities! # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1048188658552111105 …";;;# # # # # # # # # # # # # # # # # # #;"1048227732088213504";https://twitter.com/maximHH_phx/status/1048227732088213504
maximHH_phx;2018-10-04 09:33;0;0;"This is a fantastic short video packed full of motivation! If you need a push today, here it is! https://m.youtube.com/watch?v=sOA6_xh4neM … # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ";;;# # # # # # # # # # # # #;"1047887484451835906";https://twitter.com/maximHH_phx/status/1047887484451835906
maximHH_phx;2018-10-04 09:29;0;0;"Wanted to Share this for all my Teachers and Nurses out there working in the school systems. Check this out the news! : https://www.azcentral.com/story/news/politics/arizona-education/2018/09/19/plan-repay-arizona-district-charter-schools-after-funding-mistake-diane-douglas-special-education/1340449002/ … # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ";;;# # # # # # # # # # # # #;"1047886465152114688";https://twitter.com/maximHH_phx/status/1047886465152114688
maximHH_phx;2018-10-04 09:20;0;0;"Most don't realized that the old saying stands, It's not what you know, it's WHO you know that matters. # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # schools # teaching # teachers # SPEDteacher # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1047828448377536512 …";;;# # # # # # # # # # # # # # #;"1047884079817879557";https://twitter.com/maximHH_phx/status/1047884079817879557
maximHH_phx;2018-10-03 08:12;1;0;"Do you interview well? These are some key questions to ask in an interview. # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1047471002899415041 …";;;# # # # # # # # # # # # # # # # # #;"1047504741897396227";https://twitter.com/maximHH_phx/status/1047504741897396227
maximHH_phx;2018-10-02 10:49;1;1;"Shout out to all the independent female business owners out there! Today is your day! # businessowners # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # schools # teaching # teachers # SPEDteacher # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1047111356456030208 …";;;# # # # # # # # # # # # # # # #;"1047181705256288256";https://twitter.com/maximHH_phx/status/1047181705256288256
maximHH_phx;2018-10-01 09:36;0;0;"This is amazing! What are your thoughts on this? # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1046387966480928769 …";;;# # # # # # # # # # # # # # # # # # #;"1046800986625302530";https://twitter.com/maximHH_phx/status/1046800986625302530
maximHH_phx;2018-10-01 09:35;0;0;"Very true. Our office takes this very seriously since # WeCareMore # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1046744816283877376 …";;;# # # # # # # # # # # # # # # # # # # #;"1046800896527499265";https://twitter.com/maximHH_phx/status/1046800896527499265
coton_luver;2018-09-26 09:51;0;0;"So we're all agreed: No on # Prop305 (and elect a Democratic # azleg and # AZGov) # RedforEd # redforedaz A “yes” on Prop. 305 would keep SB1431, (the “vouchers on steroids” bill), in place as approved by the Legislature in 2017 https://blogforarizona.net/so-were-all-agreed-no-on-prop-305-and-elect-a-democratic-legislature-and-governor/ … via @ blogforarizona";;@;# # # # #;"1044992798099890176";https://twitter.com/coton_luver/status/1044992798099890176
maximHH_phx;2018-09-26 08:11;0;0;"They are part of the trade we are in. Here are some good tips on how to reach them! # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1044933821874016256 …";;;# # # # # # # # # # # # # # # # # #;"1044967784915001344";https://twitter.com/maximHH_phx/status/1044967784915001344
maximHH_phx;2018-09-25 08:18;0;0;"Golfing is always better when it's for a good cause! Click the link below to find out more. # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1044586460609822726 …";;;# # # # # # # # # # # # # # # #;"1044606980139233280";https://twitter.com/maximHH_phx/status/1044606980139233280
maximHH_phx;2018-09-24 08:59;0;0;"Eating clean is becoming a trend! Let's make America lean again! # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1043844948443959298 …";;;# # # # # # # # # # # # # # # # # # #;"1044255126737698816";https://twitter.com/maximHH_phx/status/1044255126737698816
maximHH_phx;2018-09-24 08:58;0;0;"Monday brings new challenges and opportunities for the future! # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1044211750067855365 …";;;# # # # # # # # # # # # # # # # # # #;"1044254738475233280";https://twitter.com/maximHH_phx/status/1044254738475233280
maximHH_phx;2018-09-21 08:27;0;0;"Happy Hispanic Heritage Month!! # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1043118842132791296 …";;;# # # # # # # # # # # # # # # # # # #;"1043159753222832128";https://twitter.com/maximHH_phx/status/1043159753222832128
maximHH_phx;2018-09-20 11:32;0;0;"If you are interested in helping please click the link below. # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1042752014038564864 …";;;# # # # # # # # # # # # # # # # # # #;"1042843851210219520";https://twitter.com/maximHH_phx/status/1042843851210219520
maximHH_phx;2018-09-15 12:41;0;0;"# nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # nursingschoolproblems # aprn # nursesrock # nurselife # NurseWeek # rnchat # hcIT # WeNurses # edchat # schools # teaching # RedforEdAz # spedchat # azedchat # teachers # educationhttps://twitter.com/MaximHealthcare/status/1040945846081277953 …";;;# # # # # # # # # # # # # # # # # # # # # #;"1041049510623928320";https://twitter.com/maximHH_phx/status/1041049510623928320
maximHH_phx;2018-09-15 12:41;0;0;"# nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # nursingschoolproblems # aprn # nursesrock # nurselife # NurseWeek # rnchat # hcIT # WeNurses # edchat # schools # teaching # RedforEdAz # spedchat # azedchat # teachers # educationhttps://twitter.com/MaximHealthcare/status/1040580244959358977 …";;;# # # # # # # # # # # # # # # # # # # # # #;"1041049288963289088";https://twitter.com/maximHH_phx/status/1041049288963289088
coton_luver;2018-09-14 15:10;5;3;"Doug Ducey has had eight years to get things done. Especially education. Does anyone really believe that if he is reelected, anything will change? # Redfored # redforedaz # AZGov vote @ dg4az # Midterms2018pic.twitter.com/YbXTyPsc5J";;@;# # # #;"1040724583999913985";https://twitter.com/coton_luver/status/1040724583999913985
tmbogue;2018-09-11 10:38;0;0;"Call it what it is! A scam to make politicians rich.. I want everyone who doesn’t do their homework to know they are voting to make a few corrupt people rich and actually make Az education worse! # RedForEdaz https://twitter.com/brahmresnik/status/1039380212415262721 …";;;#;"1039568851325792256";https://twitter.com/tmbogue/status/1039568851325792256
coton_luver;2018-09-10 17:01;0;0;"Voted against & spoke negatively agst # redforedaz # azleg # AZGOP Kelly Townsend, Judy Burgess, Diane Douglas, Mark Finchem, John Kavanagh, Robert Thorpe, Jonathan Gelbart, Noel Campbell, Adams Stevens, Sylvia Allen, Eddie Farnsworth # Arizonahttps://twitter.com/coton_luver/status/998765638339330051 …";;;# # # #;"1039302959937380353";https://twitter.com/coton_luver/status/1039302959937380353
tmbogue;2018-09-10 14:11;0;0;"The sad truth is that @ dougducey & Republican Party support tax money being used for these ‘freedom schools’voucher scam/charters w no accountability.. they don’t believe in making Public schools fully funded. AZ will NEVER get better w an R governor # Redforedaz @ MacandGaydos";;@ @;#;"1039260190967615488";https://twitter.com/tmbogue/status/1039260190967615488
coton_luver;2018-09-10 07:50;0;1;"Voted against & spoke negatively agst # redforedaz # azleg # AZGOP Kelly Townsend, Judy Burgess, Diane Douglas, Mark Finchem, John Kavanagh, Robert Thorpe, Jonathan Gelbart, Noel Campbell, Adams Stevens, Sylvia Allen, # EddieFarnsworth 2/https://twitter.com/coton_luver/status/998765638339330051 …";;;# # # #;"1039164175816089600";https://twitter.com/coton_luver/status/1039164175816089600
tmbogue;2018-09-09 11:42;0;0;"I’m not voting for @ JDMesnard he isn’t working to make things better for all Az children. He is working to make the rich richer w no accountability on how they do it. If teachers want change in AZ this is the time! # RedforEdAz # votehttps://twitter.com/Matt_Fox10/status/1038346726862540800 …";;@;# #;"1038860303268605952";https://twitter.com/tmbogue/status/1038860303268605952
coton_luver;2018-09-08 13:00;6;3;"Now isn't this a slap in the face Arizona # RedforEd # redforedaz GOP # azleg & @ dougducey r having AZ public schools hire foreign teachers bc uncompetitive salaries don’t attract enough native teachers. Why can't Arizona pay Americans a living wage? https://blogforarizona.net/donkey-feed-2/";;@;# # #;"1038517447408533504";https://twitter.com/coton_luver/status/1038517447408533504
maximHH_phx;2018-09-08 10:16;0;0;"We hire RN's and LPN's! Give us a call at 602-216-0110 # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # nursingschoolproblems # aprn # nursesrock # nurselife # NurseWeek # rnchat # hcIT # WeNurses # edchat # schools # teaching # RedforEdAz # spedchat # azedchathttps://twitter.com/MaximHealthcare/status/1038391516333522944 …";;;# # # # # # # # # # # # # # # # # # # #;"1038476097556344832";https://twitter.com/maximHH_phx/status/1038476097556344832
coton_luver;2018-09-08 09:31;1;2;"# Midterms2018 # flipitblue2018 # AZ08 # AZ06 # AZ02 # AZ05 # AZ04 # az09 # AZSen # AZleg # azgov # RedForEd # redforedaz https://twitter.com/coton_luver/status/1038464035463680001 …";;;# # # # # # # # # # # # #;"1038464774206410752";https://twitter.com/coton_luver/status/1038464774206410752
coton_luver;2018-09-07 17:29;5;4;"We can do this Arizona. # Flipitblue2018 # midterms2018 Don't BOO, VOTE. @ kathyhoffman_az # redfored # redforedaz https://twitter.com/kathyhoffman_az/status/1038221787744497664?s=19 …";;@;# # # #;"1038222778153877504";https://twitter.com/coton_luver/status/1038222778153877504
maximHH_phx;2018-09-07 14:54;0;1;"Great Tips! # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1038025350113046528 …";;;# # # # # # # # # # # # # # # # # # #;"1038183718006022144";https://twitter.com/maximHH_phx/status/1038183718006022144
maximHH_phx;2018-09-07 14:53;0;1;"Happy National Assisted Living Week! # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1037683271931494400 …";;;# # # # # # # # # # # # # # # # # # #;"1038183620538716162";https://twitter.com/maximHH_phx/status/1038183620538716162
CollinYourbs;2018-09-05 16:27;0;4;"There's a small # RedForEdAZ protest on Central and a patriotmoventaz counter protest. Just heard Lesa Antone of patriotmoventaz tell @lennieforsenate "As far as I'm concerned, McCain's tumor is a hero". Regardless of your politics, that's just vile and disgusting. pic.twitter.com/Tf3NKAsOX3";;@lennieforsenate;#;"1037482387981000704";https://twitter.com/CollinYourbs/status/1037482387981000704
michaelswarner;2018-09-05 15:33;0;0;"Come On AZ # iAmPublicEducation # KathyHoffmanforSuperintendent phoenix_az_ phoenixmetro redforedaz http://red.for.education _students http://red.education  @Steele Indian School Park https://www.instagram.com/p/BnXIEf9gyHe/?utm_source=ig_twitter_share&igshid=17ypawqgp52ph …";;@Steele;# #;"1037468864064499718";https://twitter.com/michaelswarner/status/1037468864064499718
maximHH_phx;2018-09-05 08:32;0;0;"# nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1037318400907902976 …";;;# # # # # # # # # # # # # # # # # # #;"1037362950493724672";https://twitter.com/maximHH_phx/status/1037362950493724672
maximHH_phx;2018-09-05 08:32;0;0;"# nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1036958031748063238 …";;;# # # # # # # # # # # # # # # # # # #;"1037362927848706048";https://twitter.com/maximHH_phx/status/1037362927848706048
SCforEd;2018-09-04 19:13;2;5;"Thanks to everyone who participated in our special edition of # redforedaz. We are stronger together! Let us never forget it. # timeforchange # InvestInEdpic.twitter.com/OFkYrLqf2d";;;# # #;"1037161718630297602";https://twitter.com/SCforEd/status/1037161718630297602
MitziEpstein;2018-09-04 18:28;10;21;"Listening and watching the # educationtownhall with @ dg4az David Garcia for AZ Governor. It's # nationalredforedday and I'm celebrating by listening to parents and teachers, along with Jennifer Jermaine. @ JennJermaine # RedForEd # RedForEdAZ pic.twitter.com/0MPthFRoBM";;@ @;# # # #;"1037150392516206592";https://twitter.com/MitziEpstein/status/1037150392516206592
ShamBegay;2018-09-04 11:55;0;0;"# RedForEd # RedForEdAz https://www.instagram.com/p/BnUKRHoAuiB/?utm_source=ig_twitter_share&igshid=jb5vzalaq4cy …";;;# #;"1037051484511379461";https://twitter.com/ShamBegay/status/1037051484511379461
tempemel;2018-09-04 07:51;0;0;"I guess politicians want a war. Because why else would you piss off millions of teachers all at once? # redforedaz # nea # INVESTinED # davidgarciaforgovernor… https://www.instagram.com/p/BnTuTSGDmEa543d5COxHF2FDFXfhpHevgNkRcA0/?utm_source=ig_twitter_share&igshid=12gsndt1hoea1 …";;;# # # #;"1036990175845523457";https://twitter.com/tempemel/status/1036990175845523457
awallace314;2018-09-04 07:14;0;0;"# nationalredforedday # redforedaz # azteachersunited # nearedfored https://www.instagram.com/p/BnTqKkKBgpm/?utm_source=ig_twitter_share&igshid=17rfe3k87k206 …";;;# # # #;"1036980898460250113";https://twitter.com/awallace314/status/1036980898460250113
awallace314;2018-09-03 21:44;0;0;"Tomorrow I will be wearing red! Will you??? # nationalredforedday # redforedaz # NEAredfored https://www.instagram.com/p/BnSo68ABDtD/?utm_source=ig_twitter_share&igshid=jmqe4nyg298r …";;;# # #;"1036837410640994305";https://twitter.com/awallace314/status/1036837410640994305
realcoachrosey;2018-09-03 18:25;0;0;"Vote for Marshall. # redforedaz";;;#;"1036787341178720256";https://twitter.com/realcoachrosey/status/1036787341178720256
maximHH_phx;2018-08-31 08:41;0;0;"I have fallen victim to these. How about you? # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # malenurse # spedchat # edchat # edchatie # addcym # schools # teaching # teachers # SPEDteacher # edtech # elearning # mlearning # RedForEdAZ https://twitter.com/MaximHealthcare/status/1035519797423951873 …";;;# # # # # # # # # # # # # # # # # # #;"1035553112881356800";https://twitter.com/maximHH_phx/status/1035553112881356800
Tralfamadorean1;2018-08-30 18:32;0;1;"Cognitive dissonance is when you hear nazi scum chant, “go away nazi scum!” It resolves when you realize they are doing it to mock # redfored protesters. But by then, it’s just plain awesome. # goawaynaziscum # redforedaz";;;# # #;"1035339568545902592";https://twitter.com/Tralfamadorean1/status/1035339568545902592
Tralfamadorean1;2018-08-30 17:36;0;1;"If you’re trying to meet # redfored at the AZ state Capitol, we are actually marching around the Supreme Court building at washing ton and 15th Ave. # redforedaz";;;# #;"1035325542818492416";https://twitter.com/Tralfamadorean1/status/1035325542818492416
coton_luver;2018-08-30 12:10;3;3;"Republicans who did not support # redfored # redforedaz in the # AZLeg & their comments. # Midterms2018 Thanks Democrat's for supporting our kids & teachers. # FlipItBlue2018 https://docs.google.com/spreadsheets/d/1yMyHe6OyIdZy8ITtIy_F4s3IG1Ix1sYKeIp-5pvbPfI/htmlview …pic.twitter.com/zAoVyjyOyo";;;# # # # #;"1035243470187708416";https://twitter.com/coton_luver/status/1035243470187708416
MeemsAz;2018-08-30 08:22;0;1;"# RedforEdAz # RememberinNovember @ dougducey https://www.cbpp.org/research/state-budget-and-tax/a-punishing-decade-for-school-funding …";;@;# #;"1035186010777247744";https://twitter.com/MeemsAz/status/1035186010777247744
Zoot16;2018-08-30 07:15;0;1;"# WhereAreTheyNow # RedForEdAz Hey, Az teachers, remember those rebel rousing leaders who promised you results last year when you all walked out of class? Well, they got theirs, how about you? Arizona Supreme Court throws 'Invest in Ed' initiative off ballot pic.twitter.com/HkF16iJ9iG";;;# #;"1035169252754391040";https://twitter.com/Zoot16/status/1035169252754391040
Zoot16;2018-08-30 07:11;0;1;"Hey, # RedForEdAz this one is for you Your salaries come from "School Taxes" Doubling income tax would go into the general fund for politicians can do with as they please You so dumb! "Arizona Supreme Court throws 'Invest in Ed' initiative off ballot" pic.twitter.com/Bp2IC1XfU6";;;#;"1035168053024026624";https://twitter.com/Zoot16/status/1035168053024026624
maximHH_phx;2018-08-28 22:41;1;0;"Here's to another 30 years! # nurse # nursing # nurselife # nursepractitioner # instanursing # nurseproblems # nursingschoolproblems # aprn # nursesrock # nurselife # NurseWeek # rnchat # hcIT # WeNurses # edchat # schools # teaching # RedforEdAz # spedchat # azedchat # teachers # educationhttps://twitter.com/MaximHealthcare/status/1034493588523163649 …";;;# # # # # # # # # # # # # # # # # # # # # #;"1034677503938285568";https://twitter.com/maximHH_phx/status/1034677503938285568
